  -1.2487186e+00  -1.7166622e-02
  -1.2474372e+00   3.7458171e-02
  -1.2461558e+00  -3.1193489e-02
  -1.2448744e+00  -3.1643713e-02
  -1.2435930e+00   5.5275166e-02
  -1.2423116e+00   2.5174634e-02
  -1.2410302e+00   1.7188326e-02
  -1.2397488e+00   3.3854756e-02
  -1.2384675e+00   2.5453600e-02
  -1.2371861e+00   5.5275547e-02
  -1.2359047e+00  -1.6768348e-02
  -1.2346233e+00   7.5216862e-03
  -1.2333419e+00   4.6644584e-02
  -1.2320605e+00  -2.8190373e-02
  -1.2307791e+00  -1.8901306e-02
  -1.2294977e+00   2.5912264e-02
  -1.2282163e+00  -3.0270477e-03
  -1.2269349e+00  -4.0260094e-02
  -1.2256535e+00  -2.3750635e-02
  -1.2243721e+00   4.1865192e-02
  -1.2230907e+00   1.0040503e-01
  -1.2218093e+00  -2.3104491e-02
  -1.2205279e+00  -4.9280209e-03
  -1.2192465e+00   4.4929635e-02
  -1.2179651e+00   2.9296807e-02
  -1.2166838e+00  -8.0694091e-02
  -1.2154024e+00   5.6425594e-02
  -1.2141210e+00   4.4102132e-02
  -1.2128396e+00   7.1885782e-02
  -1.2115582e+00   7.6754800e-02
  -1.2102768e+00  -3.5677552e-02
  -1.2089954e+00  -2.7845583e-02
  -1.2077140e+00   3.3179837e-02
  -1.2064326e+00   4.9919684e-02
  -1.2051512e+00  -1.0883016e-02
  -1.2038698e+00   8.0353346e-03
  -1.2025884e+00   5.9686738e-02
  -1.2013070e+00   2.3361890e-03
  -1.2000256e+00   2.7673489e-02
  -1.1987442e+00  -2.3601403e-02
  -1.1974628e+00  -2.2685674e-02
  -1.1961814e+00   1.8157055e-02
  -1.1949001e+00   5.2751288e-03
  -1.1936187e+00   2.7057050e-02
  -1.1923373e+00   8.7881797e-03
  -1.1910559e+00  -2.9086572e-02
  -1.1897745e+00  -1.8976526e-02
  -1.1884931e+00   6.0803231e-03
  -1.1872117e+00   5.8642893e-02
  -1.1859303e+00   1.6079800e-02
  -1.1846489e+00   4.8507835e-02
  -1.1833675e+00  -5.2610594e-02
  -1.1820861e+00   2.6828619e-02
  -1.1808047e+00   5.0404681e-02
  -1.1795233e+00   2.2134011e-02
  -1.1782419e+00   8.3772925e-02
  -1.1769605e+00  -2.7602796e-02
  -1.1756791e+00  -5.0544884e-02
  -1.1743977e+00   2.8110493e-02
  -1.1731164e+00   3.7962153e-02
  -1.1718350e+00  -4.4878770e-02
  -1.1705536e+00   1.9377196e-02
  -1.1692722e+00  -1.2379818e-02
  -1.1679908e+00   6.4492736e-02
  -1.1667094e+00   6.8869991e-02
  -1.1654280e+00  -3.0292426e-02
  -1.1641466e+00   8.8200116e-02
  -1.1628652e+00   2.6074507e-03
  -1.1615838e+00   4.3359087e-02
  -1.1603024e+00   3.5242091e-02
  -1.1590210e+00   2.0046662e-02
  -1.1577396e+00  -2.2370571e-02
  -1.1564582e+00   2.8581870e-02
  -1.1551768e+00   9.6678872e-02
  -1.1538954e+00   2.4794438e-02
  -1.1526140e+00   3.5780077e-02
  -1.1513326e+00  -1.2904290e-02
  -1.1500513e+00  -6.8346492e-03
  -1.1487699e+00  -1.6198586e-02
  -1.1474885e+00  -4.4010409e-02
  -1.1462071e+00   5.1662473e-03
  -1.1449257e+00  -4.2857006e-02
  -1.1436443e+00   4.8047662e-02
  -1.1423629e+00  -2.9813293e-02
  -1.1410815e+00  -1.8236044e-02
  -1.1398001e+00   1.0040233e-01
  -1.1385187e+00   6.6879087e-02
  -1.1372373e+00  -2.6867671e-03
  -1.1359559e+00   2.2333594e-02
  -1.1346745e+00   3.7617791e-04
  -1.1333931e+00   7.6343094e-03
  -1.1321117e+00   3.1919957e-02
  -1.1308303e+00  -8.4922650e-03
  -1.1295489e+00   3.3575130e-02
  -1.1282676e+00   6.4059396e-03
  -1.1269862e+00   4.7427702e-03
  -1.1257048e+00   2.6814074e-02
  -1.1244234e+00   1.3553376e-02
  -1.1231420e+00   1.1701637e-02
  -1.1218606e+00   2.0306403e-02
  -1.1205792e+00   3.2855327e-02
  -1.1192978e+00  -6.3348379e-02
  -1.1180164e+00   6.7607639e-02
  -1.1167350e+00  -8.7450651e-03
  -1.1154536e+00  -3.6912145e-02
  -1.1141722e+00  -6.0432139e-03
  -1.1128908e+00  -1.5064514e-02
  -1.1116094e+00   2.4191850e-02
  -1.1103280e+00  -6.7123344e-02
  -1.1090466e+00   4.3921436e-02
  -1.1077652e+00   9.6321539e-02
  -1.1064839e+00  -1.5209583e-02
  -1.1052025e+00   1.5815639e-02
  -1.1039211e+00   3.0452789e-02
  -1.1026397e+00   1.0023437e-02
  -1.1013583e+00   3.0849913e-02
  -1.1000769e+00   2.6843140e-02
  -1.0987955e+00   3.4587033e-02
  -1.0975141e+00   2.4911833e-02
  -1.0962327e+00   5.3643399e-03
  -1.0949513e+00  -2.4440170e-02
  -1.0936699e+00  -5.7777337e-02
  -1.0923885e+00   1.2369845e-02
  -1.0911071e+00  -1.1682090e-02
  -1.0898257e+00   3.5031404e-02
  -1.0885443e+00   1.0737510e-03
  -1.0872629e+00  -4.9420837e-02
  -1.0859815e+00  -7.5322275e-03
  -1.0847002e+00   8.7043204e-02
  -1.0834188e+00   3.5061987e-02
  -1.0821374e+00   3.6109489e-02
  -1.0808560e+00   5.0525573e-03
  -1.0795746e+00   1.7440911e-02
  -1.0782932e+00   8.7123147e-03
  -1.0770118e+00  -7.9430113e-03
  -1.0757304e+00   1.6563220e-03
  -1.0744490e+00   7.1943596e-02
  -1.0731676e+00  -3.1718028e-02
  -1.0718862e+00   3.5753316e-02
  -1.0706048e+00  -1.9208007e-02
  -1.0693234e+00  -2.6436834e-02
  -1.0680420e+00   2.9923125e-02
  -1.0667606e+00  -5.0084630e-03
  -1.0654792e+00   5.2253127e-02
  -1.0641978e+00  -1.5676793e-02
  -1.0629165e+00   2.8352194e-02
  -1.0616351e+00   3.7379907e-02
  -1.0603537e+00   9.6531641e-03
  -1.0590723e+00  -3.2078870e-02
  -1.0577909e+00  -2.0305336e-02
  -1.0565095e+00  -2.6636223e-02
  -1.0552281e+00   1.5325763e-02
  -1.0539467e+00  -2.2669402e-02
  -1.0526653e+00   3.8562563e-02
  -1.0513839e+00  -3.9611134e-02
  -1.0501025e+00  -1.9276895e-04
  -1.0488211e+00  -6.7958226e-03
  -1.0475397e+00   4.2903982e-03
  -1.0462583e+00   5.0301743e-02
  -1.0449769e+00   8.0219415e-02
  -1.0436955e+00  -4.0004445e-02
  -1.0424141e+00  -3.9983480e-02
  -1.0411328e+00   1.2966123e-02
  -1.0398514e+00   4.5991777e-02
  -1.0385700e+00   2.1812274e-02
  -1.0372886e+00   1.5957586e-02
  -1.0360072e+00   1.8528088e-02
  -1.0347258e+00   3.5511365e-02
  -1.0334444e+00   6.2733915e-02
  -1.0321630e+00   6.7966831e-02
  -1.0308816e+00   3.6593985e-02
  -1.0296002e+00   2.2903681e-02
  -1.0283188e+00  -2.7676689e-02
  -1.0270374e+00   2.8768891e-02
  -1.0257560e+00   6.2412073e-02
  -1.0244746e+00   1.2141523e-01
  -1.0231932e+00   3.3758738e-02
  -1.0219118e+00   2.8592809e-02
  -1.0206304e+00   4.7873992e-02
  -1.0193491e+00   2.6768994e-02
  -1.0180677e+00   1.3847399e-02
  -1.0167863e+00   7.0340573e-02
  -1.0155049e+00   2.7437335e-02
  -1.0142235e+00   2.2938877e-02
  -1.0129421e+00   6.6735222e-02
  -1.0116607e+00   2.6258076e-02
